RewardId,ItemGameMode,ItemType,ItemId,ItemSubId,ItemGrade,ItemTag,PaidAmount,FreeAmount
rw_pr_main_super_basic_3_ios,Main,Card,6023,0,Rare,,,
rw_pr_main_super_basic_3_ios,Main,SpellBook,0,0,0,,,
rw_pr_main_rank_5,Main,Card,6041,0,Epic,,,
rw_pr_main_rank_5,Main,SpellBook,0,0,0,,,
rw_pr_main_rank_5,0,ConsumableItem,8001,0,Heroic,,,
rw_pr_main_rank_5,0,BoosterPoint,0,0,0,,,
rw_pr_main_rank_7,Main,Card,6047,0,Epic,,,
rw_pr_main_rank_7,Main,Card,6033,0,Heroic,,,
rw_pr_main_rank_7,0,ConsumableItem,8001,0,Heroic,,,
rw_pr_main_rank_7,0,ConsumableItem,8004,0,Heroic,,,
rw_pr_main_rank_9,Main,Card,6063,0,Legendary,,,
rw_pr_main_rank_9,Main,SpellBook,0,0,0,,,
rw_pr_main_rank_9,0,ConsumableItem,8006,0,Epic,,,
rw_pr_main_rank_9,0,ConsumableItem,8005,0,Epic,,,
rw_pr_main_rank_11,Main,Card,6062,0,Legendary,,,
rw_pr_main_rank_11,0,ConsumableItem,8001,0,Heroic,,,
rw_pr_main_rank_11,0,ConsumableItem,8003,0,Epic,,,
rw_pr_main_rank_11,0,ConsumableItem,8004,0,Epic,,,
rw_pr_main_rank_13,Main,Card,6043,0,Epic,,,
rw_pr_main_rank_13,0,ConsumableItem,8006,0,Legendary,,,
rw_pr_main_rank_13,0,ConsumableItem,8005,0,Epic,,,
rw_pr_main_rank_13,0,ConsumableItem,8007,0,Epic,,,
rw_pr_main_rank_15,Main,Card,6064,0,Legendary,,,
rw_pr_main_rank_15,Main,SpellBook,0,0,0,,,
rw_pr_main_rank_15,0,ConsumableItem,8001,0,Epic,,,
rw_pr_main_rank_15,0,BoosterPoint,0,0,0,,,
rw_pr_main_rank_17,Main,Card,6042,0,Epic,,,
rw_pr_main_rank_17,Main,Card,6044,0,Epic,,,
rw_pr_main_rank_17,0,ConsumableItem,8003,0,Legendary,,,
rw_pr_main_rank_17,0,ConsumableItem,8006,0,Epic,,,
rw_pr_main_rank_19,Main,Card,6061,0,Legendary,,,
rw_pr_main_rank_19,Main,Card,6065,0,Legendary,,,
rw_pr_main_rank_19,Main,Card,6068,0,Legendary,,,
rw_pr_main_rank_19,0,ConsumableItem,8002,0,Legendary,,,
rw_pr_main_rank_22,Main,CardTicket,4,0,0,,,
rw_pr_main_rank_22,0,ConsumableItem,8001,0,Legendary,,,
rw_pr_main_rank_22,0,ConsumableItem,8008,0,Epic,,,
rw_pr_main_rank_22,0,BoosterPoint,0,0,0,,,
rw_pr_main_rank_25,Main,CardTicket,2,0,0,,,
rw_pr_main_rank_25,Main,CardTicket,1,0,0,,,
rw_pr_main_rank_25,0,ConsumableItem,8002,0,Legendary,,,
rw_pr_main_rank_25,0,ConsumableItem,8003,0,Legendary,,,
rw_pr_main_rank_28,Main,CardTicket,3,0,0,,,
rw_pr_main_rank_28,Main,CardTicket,2,0,0,,,
rw_pr_main_rank_28,0,ConsumableItem,8006,0,Legendary,,,
rw_pr_main_rank_28,0,ConsumableItem,8008,0,Legendary,,,
rw_pr_main_rank_31,0,PrismKey,0,0,0,,,
rw_pr_main_rank_31,0,Blessing,0,0,0,,,
rw_pr_main_rank_31,0,ExStar,0,0,0,,,
rw_pr_main_rank_31,0,ConsumableItem,8009,0,Legendary,,,
rw_pr_main_rank_34,0,PrismKey,0,0,0,,,
rw_pr_main_rank_34,0,MagicClock,0,0,0,,,
rw_pr_main_rank_34,0,ConsumableItem,8001,0,Legendary,,,
rw_pr_main_rank_34,0,ConsumableItem,8008,0,Legendary,,,
rw_pr_main_rank_37,Main,CardTicket,3,0,0,,,
rw_pr_main_rank_37,0,Map,0,0,0,,,
rw_pr_main_rank_37,0,Map,1,0,0,,,
rw_pr_main_rank_37,0,ConsumableItem,8009,0,Legendary,,,
rw_pr_main_rank_40,0,PrismKey,0,0,0,,,
rw_pr_main_rank_40,Main,CardTicket,4,0,0,,,
rw_pr_main_rank_40,0,Blessing,0,0,0,,,
rw_pr_main_rank_40,0,ExStar,0,0,0,,,
rw_pr_main_rank_43,0,PrismKey,0,0,0,,,
rw_pr_main_rank_43,0,MagicClock,0,0,0,,,
rw_pr_main_rank_43,0,MagicClock,1,0,0,,,
rw_pr_main_rank_43,Main,PrismCrystal,0,0,0,,,
rw_pr_main_rank_46,0,PrismKey,0,0,0,,,
rw_pr_main_rank_46,Main,PrismCrystal,0,0,0,,,
rw_pr_main_rank_46,Main,PrismStone,0,0,0,,,
rw_pr_main_rank_46,0,PrismTicket,0,0,0,,,
rw_pr_main_rank_49,0,Blessing,0,0,0,,,
rw_pr_main_rank_49,0,ExStar,0,0,0,,,
rw_pr_main_rank_49,0,RuinShard,0,0,0,,,
rw_pr_main_rank_49,0,RuinStone,0,0,0,,,
rw_pr_main_rank_52,0,PrismKey,0,0,0,,,
rw_pr_main_rank_52,0,MagicClock,1,0,0,,,
rw_pr_main_rank_52,0,Map,1,0,0,,,
rw_pr_main_rank_52,Main,PrismStone,0,0,0,,,
rw_pr_main_rank_55,0,MagicClock,0,0,0,,,
rw_pr_main_rank_55,Main,PrismCrystal,0,0,0,,,
rw_pr_main_rank_55,0,RuinShard,0,0,0,,,
rw_pr_main_rank_55,0,RuinStone,0,0,0,,,
rw_pr_main_rank_58,0,PrismCard,0,0,0,,,
rw_pr_main_rank_58,0,PrismKey,0,0,0,,,
rw_pr_main_rank_58,0,PrismTicket,0,0,0,,,
rw_pr_main_rank_61,0,DStar,0,0,0,,,
rw_pr_main_rank_61,0,DShard,0,0,0,,,
rw_pr_main_rank_61,0,RuinStone,0,0,0,,,
rw_pr_main_rank_61,0,RuinShard,0,0,0,,,
rw_pr_main_rank_64,0,Blessing,0,0,0,,,
rw_pr_main_rank_64,0,ConsumableItem,8001,0,Mystic,,,
rw_pr_main_rank_64,0,ConsumableItem,8008,0,Mystic,,,
rw_pr_main_rank_67,0,ExStar,0,0,0,,,
rw_pr_main_rank_67,0,Scroll,0,0,0,,,
rw_pr_main_rank_67,0,Scroll,1,0,0,,,
rw_pr_main_rank_70,Main,PrismCube,0,0,0,,,
rw_pr_main_rank_70,Main,PrismStone,0,0,0,,,
rw_pr_main_rank_70,0,DStar,0,0,0,,,
rw_pr_main_rank_73,0,CollapseStone,0,0,0,,,
rw_pr_main_rank_73,0,CollapseShard,0,0,0,,,
rw_pr_main_rank_73,0,DStar,0,0,0,,,
rw_pr_main_rank_73,0,RuinStone,0,0,0,,,
rw_pr_main_offer_grow,Main,CardTicket,1,0,0,,,
rw_pr_main_offer_grow,0,ConsumableItem,8001,0,Rare,,,
rw_pr_main_offer_grow,0,ConsumableItem,8006,0,Rare,,,
rw_pr_main_offer_legend_card,Main,CardTicket,2,0,0,,,
rw_pr_main_special_legend_card,Main,CardTicket,3,0,0,,,
rw_pr_main_special_legend_card,0,Gem,0,0,0,,,
rw_pr_science_pkg,0,ConsumableItem,8008,0,Legendary,,,
rw_pr_science_pkg,0,Gem,0,0,0,,,
rw_pr_mine_pkg,0,ConsumableItem,8001,0,Legendary,,,
rw_pr_mine_pkg,0,Gem,0,0,0,,,
rw_pr_main_monthly_grow,0,Gem,0,0,0,,,
rw_pr_main_monthly_grow,Main,SpellBook,0,0,0,,,
rw_pr_main_monthly_grow,Main,CardTicket,1,0,0,,,
rw_pr_gem_huge_pkg,0,Gem,0,0,0,,,
rw_pr_gem_huge_pkg,Main,SpellBook,0,0,0,,,
rw_pr_gem_huge_pkg,Main,CardTicket,1,0,0,,,
rw_pr_spell_book_huge_pkg,Main,SpellBook,0,0,0,,,
rw_pr_spell_book_huge_pkg,0,Gem,0,0,0,,,
rw_pr_spell_book_huge_pkg,Main,CardTicket,1,0,0,,,
rw_pr_main_special_gem,0,Gem,0,0,0,,,
rw_pr_main_special_gem,Main,CardTicket,1,0,0,,,
rw_pr_main_special_spell_book,Main,SpellBook,0,0,0,,,
rw_pr_main_special_spell_book,0,Gem,0,0,0,,,
rw_pr_spell_book_special_pkg,Main,SpellBook,0,0,0,,,
rw_pr_spell_book_special_pkg,0,Gem,0,0,0,,,
rw_pr_challenge_pkg,0,ChallengeExTicket,0,0,0,,,
rw_pr_challenge_pkg,0,Gem,0,0,0,,,
rw_pr_item_legend_a,0,ConsumableItem,8001,0,Legendary,,,
rw_pr_item_legend_a,0,ConsumableItem,8002,0,Legendary,,,
rw_pr_item_legend_a,0,ConsumableItem,8003,0,Legendary,,,
rw_pr_item_legend_a,0,ConsumableItem,8007,0,Legendary,,,
rw_pr_item_legend_a,0,Gem,0,0,0,,,
rw_pr_item_legend_b,0,ConsumableItem,8006,0,Legendary,,,
rw_pr_item_legend_b,0,ConsumableItem,8004,0,Legendary,,,
rw_pr_item_legend_b,0,ConsumableItem,8005,0,Legendary,,,
rw_pr_item_legend_b,0,Gem,0,0,0,,,
rw_pr_item_epic_a,0,ConsumableItem,8001,0,Epic,,,
rw_pr_item_epic_a,0,ConsumableItem,8002,0,Epic,,,
rw_pr_item_epic_a,0,ConsumableItem,8003,0,Epic,,,
rw_pr_item_epic_a,0,ConsumableItem,8007,0,Epic,,,
rw_pr_item_epic_a,0,Gem,0,0,0,,,
rw_pr_item_epic_b,0,ConsumableItem,8006,0,Epic,,,
rw_pr_item_epic_b,0,ConsumableItem,8004,0,Epic,,,
rw_pr_item_epic_b,0,ConsumableItem,8005,0,Epic,,,
rw_pr_item_epic_b,0,Gem,0,0,0,,,
rw_pr_main_weekly_free,0,Gem,0,0,0,,,
rw_pr_main_weekly_free,Main,CardTicket,1,0,0,,,
rw_pr_main_weekly_free,Main,SpellBook,0,0,0,,,
rw_pr_main_pkg_spell_book,Main,SpellBook,0,0,0,,,
rw_pr_main_pkg_spell_book,0,Gem,0,0,0,,,
rw_pr_daily_cat,0,ConsumableItem,8006,0,Epic,,,
rw_pr_daily_cat,0,Gem,0,0,0,,,
rw_pr_main_daily_free,0,Gem,0,0,0,,,
rw_pr_main_daily_free,Main,CardTicket,1,0,0,,,
rw_pr_main_daily_free,Main,SpellBook,0,0,0,,,
rw_main_gacha_1,Main,Gacha,0,0,0,card,,
rw_main_gacha_10,Main,Gacha,0,0,0,card,,
rw_main_gacha_epic_1,Main,Gacha,0,0,0,card_epic,,
rw_main_gacha_epic_10,Main,Gacha,0,0,0,card_epic,,
rw_main_gacha_legend_1,Main,Gacha,0,0,0,card_legend,,
rw_main_gacha_legend_10,Main,Gacha,0,0,0,card_legend,,
rw_main_gacha_legend_select,Main,Gacha,0,0,0,card_legend_select,,
rw_main_card_ticket_legend_gacha,Main,CardTicket,2,0,0,,,
rw_main_card_ticket_legend_select,Main,CardTicket,3,0,0,,,
rw_main_gacha_altar_common,Main,Card,6090,0,Common,,,
rw_main_gacha_altar_superior,Main,Card,6091,0,Superior,,,
rw_main_gacha_altar_rare,Main,Card,6092,0,Rare,,,
rw_main_gacha_altar_heroic,Main,Card,6093,0,Heroic,,,
rw_main_gacha_altar_epic,Main,Card,6094,0,Epic,,,
rw_main_gacha_altar_legendary,Main,Card,6095,0,Legendary,,,
rw_newworld_gacha_1,NewWorld,NwGacha,0,0,0,nw_card,,
rw_newworld_gacha_10,NewWorld,NwGacha,0,0,0,nw_card,,
rw_newworld_gacha_epic_1,NewWorld,NwGacha,0,0,0,nw_card_epic,,
rw_newworld_gacha_epic_10,NewWorld,NwGacha,0,0,0,nw_card_epic,,
rw_newworld_gacha_legend_1,NewWorld,NwGacha,0,0,0,nw_card_legend,,
rw_newworld_gacha_legend_10,NewWorld,NwGacha,0,0,0,nw_card_legend,,
rw_newworld_gacha_legend_select,NewWorld,NwGacha,0,0,0,nw_card_legend_select,,
rw_newworld_card_ticket_legend_gacha,NewWorld,NwCardTicket,2,0,0,,,
rw_newworld_card_ticket_legend_select,NewWorld,NwCardTicket,3,0,0,,,
rw_item_rare,Main,Gacha,0,0,0,item_rare,,
rw_item_heroic,Main,Gacha,0,0,0,item_heroic,,
rw_item_epic,Main,Gacha,0,0,0,item_epic,,
rw_item_legendary,Main,Gacha,0,0,0,item_legend,,
rw_pr_item_rare,Main,Gacha,0,0,0,item_rare,,
rw_pr_item_heroic,Main,Gacha,0,0,0,item_heroic,,
rw_pr_item_epic,Main,Gacha,0,0,0,item_epic,,
rw_prism_pass,0,PrismKey,0,0,0,,,
rw_pr_prism_pass_3,0,PrismPass,0,0,0,,,
rw_pr_prism_pass_3,0,Gem,0,0,0,,,
rw_pr_prism_pass_7,0,PrismPass,0,0,0,,,
rw_pr_prism_pass_7,0,Gem,0,0,0,,,
rw_pr_prism_pass_30,0,PrismPass,0,0,0,,,
rw_pr_prism_pass_30,0,Gem,0,0,0,,,
rw_pr_prism_sp_card,0,PrismCard,0,0,0,,,
rw_pr_prism_sp_card,0,PrismKey,0,0,0,,,
rw_pr_prism_sp_clock,0,PrismKey,0,0,0,,,
rw_pr_prism_sp_clock,0,MagicClock,1,0,0,,,
rw_pr_prism_sp_clock,0,MagicClock,0,0,0,,,
rw_pr_prism_sp_bless,0,PrismKey,0,0,0,,,
rw_pr_prism_sp_bless,0,Blessing,0,0,0,,,
rw_pr_prism_sp_bless,Main,SpellBook,0,0,0,,,
rw_pr_prism_sp_book,0,PrismKey,0,0,0,,,
rw_pr_prism_sp_book,0,Book,0,0,0,,,
rw_pr_prism_sp_book,Main,SpellBook,0,0,0,,,
rw_pr_prism_card_3,0,PrismCard,0,0,0,,,
rw_pr_prism_card_1,0,PrismCard,0,0,0,,,
rw_pr_prism_pkg_clock,0,MagicClock,1,0,0,,,
rw_pr_prism_pkg_clock,0,MagicClock,0,0,0,,,
rw_pr_prism_pkg_exceed,0,ExStar,0,0,0,,,
rw_pr_prism_pkg_exceed,0,Blessing,0,0,0,,,
rw_pr_prism_pkg_map,0,Map,1,0,0,,,
rw_pr_prism_pkg_map,0,Map,0,0,0,,,
rw_pr_prism_pkg_scroll,0,Scroll,1,0,0,,,
rw_pr_prism_pkg_scroll,0,Scroll,0,0,0,,,
rw_pr_prism_pkg_prism,Main,PrismStone,0,0,0,,,
rw_pr_prism_pkg_prism,Main,PrismCrystal,0,0,0,,,
rw_pr_prism_pkg_prism_deluxe,Main,PrismStone,0,0,0,,,
rw_pr_prism_pkg_prism_deluxe,Main,PrismCube,0,0,0,,,
rw_pr_prism_pkg_ruin,0,RuinStone,0,0,0,,,
rw_pr_prism_pkg_ruin,0,RuinShard,0,0,0,,,
rw_pr_prism_pkg_dimension,0,DStar,0,0,0,,,
rw_pr_prism_pkg_dimension,0,DShard,0,0,0,,,
rw_pr_prism_pkg_collapse,0,CollapseStone,0,0,0,,,
rw_pr_prism_pkg_collapse,0,CollapseShard,0,0,0,,,
rw_pr_prism_item_gem_large,0,Gem,0,0,0,,,
rw_pr_prism_item_spell_book_large,Main,SpellBook,0,0,0,,,
rw_pr_prism_item_challenge,0,ChallengeExTicket,0,0,0,,,
rw_pr_prism_item_clock_gold,0,MagicClock,1,0,0,,,
rw_pr_prism_item_map_gold,0,Map,1,0,0,,,
rw_pr_prism_item_scroll_gold,0,Scroll,1,0,0,,,
rw_pr_prism_item_book,0,Book,0,0,0,,,
rw_pr_prism_item_prism_stone,Main,PrismStone,0,0,0,,,
rw_pr_prism_item_prism_cube,Main,PrismCube,0,0,0,,,
rw_pr_prism_item_ruin_stone,0,RuinStone,0,0,0,,,
rw_pr_prism_item_d_star,0,DStar,0,0,0,,,
rw_pr_prism_item_collapse_stone,0,CollapseStone,0,0,0,,,
rw_pr_prism_item_gem,0,Gem,0,0,0,,,
rw_pr_prism_item_spell_book,Main,SpellBook,0,0,0,,,
rw_pr_prism_item_clock,0,MagicClock,0,0,0,,,
rw_pr_prism_item_blessing,0,Blessing,0,0,0,,,
rw_pr_prism_item_ex_star,0,ExStar,0,0,0,,,
rw_pr_prism_item_map,0,Map,0,0,0,,,
rw_pr_prism_item_scroll,0,Scroll,0,0,0,,,
rw_pr_prism_item_prism_crystal,Main,PrismCrystal,0,0,0,,,
rw_pr_prism_item_ruin_shard,0,RuinShard,0,0,0,,,
rw_pr_prism_item_d_shard,0,DShard,0,0,0,,,
rw_pr_prism_item_collapse_shard,0,CollapseShard,0,0,0,,,
rw_pr_prism_key_gem,0,PrismKey,0,0,0,,,
rw_pr_prism_key_1,0,PrismKey,0,0,0,,,
rw_pr_prism_gacha_1,Main,Gacha,0,0,0,prism,,
rw_pr_prism_gacha_10,Main,Gacha,0,0,0,prism,,
rw_prism_bonus,0,PrismCard,0,0,0,,,
rw_pr_mile_monthly_prism_pass,0,PrismPass,0,0,0,,,
rw_pr_mile_monthly_prism_key,0,PrismKey,0,0,0,,,
rw_pr_mile_monthly_gem,0,Gem,0,0,0,,,
rw_pr_mile_monthly_spell_book,Main,SpellBook,0,0,0,,,
rw_pr_mile_weekly_prism_crystal,Main,PrismCrystal,0,0,0,,,
rw_pr_mile_weekly_prism_stone,Main,PrismStone,0,0,0,,,
rw_pr_mile_weekly_magic_clock,0,MagicClock,0,0,0,,,
rw_pr_mile_weekly_magic_clock_gold,0,MagicClock,1,0,0,,,
rw_pr_mile_weekly_map,0,Map,0,0,0,,,
rw_pr_mile_weekly_map_gold,0,Map,1,0,0,,,
rw_pr_mile_weekly_scroll,0,Scroll,0,0,0,,,
rw_pr_mile_weekly_scroll_gold,0,Scroll,1,0,0,,,
rw_pr_mile_weekly_book,0,Book,0,0,0,,,
rw_pr_mile_weekly_blessing,0,Blessing,0,0,0,,,
rw_pr_mile_weekly_ex_star,0,ExStar,0,0,0,,,
rw_pr_mile_weekly_ruin_shard,0,RuinShard,0,0,0,,,
rw_pr_mile_weekly_ruin_stone,0,RuinStone,0,0,0,,,
rw_pr_mile_weekly_d_shard,0,DShard,0,0,0,,,
rw_pr_mile_weekly_d_star,0,DStar,0,0,0,,,
rw_pr_mile_weekly_ch_ticket,0,ChallengeExTicket,0,0,0,,,
rw_pr_mile_weekly_item_legend,0,ConsumableItem,-1,0,Legendary,,,
rw_pr_mile_weekly_item_mystic,0,ConsumableItem,-1,0,Mystic,,,
rw_pr_mile_refresh,Main,ShopRefresh,0,0,0,mile,,
rw_pr_mile_gem,0,Gem,0,0,0,,,
rw_pr_mile_spell_book,Main,SpellBook,0,0,0,,,
rw_pr_mile_blessing,0,Blessing,0,0,0,,,
rw_pr_mile_ex_star,0,ExStar,0,0,0,,,
rw_pr_mile_ch_ticket,0,ChallengeExTicket,0,0,0,,,
rw_pr_mile_clock,0,MagicClock,0,0,0,,,
rw_pr_mile_clock_gold,0,MagicClock,1,0,0,,,
rw_pr_mile_item_rare,0,ConsumableItem,-1,0,Rare,,,
rw_pr_mile_item_heroic,0,ConsumableItem,-1,0,Heroic,,,
rw_pr_mile_item_epic,0,ConsumableItem,-1,0,Epic,,,
rw_pr_mile_item_legendary,0,ConsumableItem,-1,0,Legendary,,,
rw_pr_mile_card_common,Main,Card,-1,0,Common,,,
rw_pr_mile_card_superior,Main,Card,-1,0,Superior,,,
rw_pr_mile_card_rare,Main,Card,-1,0,Rare,,,
rw_pr_mile_card_heroic,Main,Card,-1,0,Heroic,,,
rw_pr_mile_card_epic,Main,Card,-1,0,Epic,,,
rw_pr_mile_card_legendary,Main,Card,-1,0,Legendary,,,
rw_pr_epic_gold,0,Membership,0,0,0,epic_gold,,
rw_pr_epic_gold_2,0,Membership,0,0,0,epic_gold_2,,
rw_pr_epic_power,0,Membership,0,0,0,epic_power,,
rw_pr_epic_power_2,0,Membership,0,0,0,epic_power_2,,
rw_pr_epic_research,0,Membership,0,0,0,epic_research,,
rw_pr_epic_research_2,0,Membership,0,0,0,epic_research_2,,
rw_pr_epic_rank,0,Membership,0,0,0,epic_rank,,
rw_pr_epic_rank_2,0,Membership,0,0,0,epic_rank_2,,
rw_pr_epic_weapon,0,Membership,0,0,0,epic_weapon,,
rw_pr_epic_weapon_2,0,Membership,0,0,0,epic_weapon_2,,
rw_pr_epic_brick,0,Membership,0,0,0,epic_brick,,
rw_pr_epic_brick_2,0,Membership,0,0,0,epic_brick_2,,
rw_pr_epic_enhance,0,Membership,0,0,0,epic_enhance,,
rw_pr_epic_enhance_2,0,Membership,0,0,0,epic_enhance_2,,
rw_pr_epic_soul,0,Membership,0,0,0,epic_soul,,
rw_pr_epic_soul_2,0,Membership,0,0,0,epic_soul_2,,
rw_pr_epic_soul_enhance,0,Membership,0,0,0,epic_soul_enhance,,
rw_pr_epic_soul_enhance_2,0,Membership,0,0,0,epic_soul_enhance_2,,
rw_pr_epic_science,0,Membership,0,0,0,epic_science,,
rw_pr_epic_science_2,0,Membership,0,0,0,epic_science_2,,
rw_pr_epic_forge,0,Membership,0,0,0,epic_forge,,
rw_pr_epic_forge_2,0,Membership,0,0,0,epic_forge_2,,
rw_pr_epic_battle,0,Membership,0,0,0,epic_battle,,
rw_pr_epic_battle_2,0,Membership,0,0,0,epic_battle_2,,
rw_pr_epic_ether,0,Membership,0,0,0,epic_ether,,
rw_pr_epic_ether_2,0,Membership,0,0,0,epic_ether_2,,
rw_pr_epic_tachyon,0,Membership,0,0,0,epic_tachyon,,
rw_pr_epic_tachyon_2,0,Membership,0,0,0,epic_tachyon_2,,
rw_pr_epic_dimension,0,Membership,0,0,0,epic_dimension,,
rw_pr_epic_dimension_2,0,Membership,0,0,0,epic_dimension_2,,
rw_pr_epic_d_fuel,0,Membership,0,0,0,epic_d_fuel,,
rw_pr_epic_d_fuel_2,0,Membership,0,0,0,epic_d_fuel_2,,
rw_pr_epic_dial,0,Membership,0,0,0,epic_dial,,
rw_pr_epic_dial_2,0,Membership,0,0,0,epic_dial_2,,
rw_pr_epic_quantum,0,Membership,0,0,0,epic_quantum,,
rw_pr_epic_quantum_2,0,Membership,0,0,0,epic_quantum_2,,
rw_pr_epic_destiny,0,Membership,0,0,0,epic_destiny,,
rw_pr_epic_destiny_2,0,Membership,0,0,0,epic_destiny_2,,
rw_pr_booster_free,0,BoosterPoint,0,0,0,,,
rw_pr_booster_ads,0,BoosterPoint,0,0,0,,,
rw_pr_booster_1,0,BoosterPoint,0,0,0,,,
rw_pr_booster_2,0,BoosterPoint,0,0,0,,,
rw_pr_ch_wall_ticket_1,0,ChallengeTicket,1,0,0,,,
rw_pr_ch_wall_ticket_5,0,ChallengeTicket,1,0,0,,,
rw_pr_ch_licence_ticket_1,0,ChallengeTicket,2,0,0,,,
rw_pr_ch_licence_ticket_5,0,ChallengeTicket,2,0,0,,,
rw_pr_ch_dive_ticket_1,0,ChallengeTicket,5,0,0,,,
rw_pr_ch_dive_ticket_5,0,ChallengeTicket,5,0,0,,,
rw_pr_ch_chaos_ticket_1,0,ChallengeTicket,3,0,0,,,
rw_pr_ch_chaos_ticket_5,0,ChallengeTicket,3,0,0,,,
rw_pr_ch_chaos_ticket_set_1,0,ChallengeTicket,3,0,0,,,
rw_pr_ch_chaos_ticket_set_2,0,ChallengeTicket,3,0,0,,,
rw_pr_ch_lagrange_ticket_1,0,ChallengeTicket,4,0,0,,,
rw_pr_ch_lagrange_ticket_5,0,ChallengeTicket,4,0,0,,,
rw_pr_ch_lagrange_ticket_set_1,0,ChallengeTicket,4,0,0,,,
rw_pr_ch_lagrange_ticket_set_2,0,ChallengeTicket,4,0,0,,,
rw_m_point_daily_10,0,MissionPoint,0,0,0,daily,,
