Id,Mode,RewardMode,Type,Grade,ItemId,ItemSubId,ItemTag,Count,Chance,AlternativeReward,English
item_legend,Main,0,ConsumableItem,Legendary,0,0,,1,100.0,,
item_mystic,Main,0,ConsumableItem,Mystic,0,0,,1,100.0,,
artifact_common,Main,Main,Artifact,Common,0,0,,1,100.0,,
artifact_superior,Main,Main,Artifact,Superior,0,0,,1,100.0,,
artifact_rare,Main,Main,Artifact,Rare,0,0,,1,100.0,,
artifact_hero,Main,Main,Artifact,Heroic,0,0,,1,100.0,,
artifact_hero_plus,Main,Main,Artifact,HeroicPlus,0,0,,1,100.0,,
artifact_epic,Main,Main,Artifact,Epic,0,0,,1,100.0,,
artifact_epic_plus,Main,Main,Artifact,EpicPlus,0,0,,1,100.0,,
artifact_legend,Main,Main,Artifact,Legendary,0,0,,1,100.0,,
artifact_legend_plus,Main,Main,Artifact,LegendaryPlus,0,0,,1,100.0,,
artifact_legend_plus2,Main,Main,Artifact,LegendaryPlus2,0,0,,1,100.0,,
artifact_mystic,Main,Main,Artifact,Mystic,0,0,,1,100.0,,
artifact_mystic_plus,Main,Main,Artifact,MysticPlus,0,0,,1,100.0,,
artifact_mystic_plus2,Main,Main,Artifact,MysticPlus2,0,0,,1,100.0,,
d_gear_rare,Main,Main,DimensionalGear,Rare,0,0,,1,100.0,,
d_gear_hero,Main,Main,DimensionalGear,Heroic,0,0,,1,100.0,,
d_gear_hero_plus,Main,Main,DimensionalGear,HeroicPlus,0,0,,1,100.0,,
d_gear_epic,Main,Main,DimensionalGear,Epic,0,0,,1,100.0,,
d_gear_epic_plus,Main,Main,DimensionalGear,EpicPlus,0,0,,1,100.0,,
d_gear_legend,Main,Main,DimensionalGear,Legendary,0,0,,1,100.0,,
d_gear_legend_plus,Main,Main,DimensionalGear,LegendaryPlus,0,0,,1,100.0,,
d_gear_legend_plus2,Main,Main,DimensionalGear,LegendaryPlus2,0,0,,1,100.0,,
d_gear_mystic,Main,Main,DimensionalGear,Mystic,0,0,,1,100.0,,
d_gear_mystic_plus,Main,Main,DimensionalGear,MysticPlus,0,0,,1,100.0,,
d_gear_mystic_plus2,Main,Main,DimensionalGear,MysticPlus2,0,0,,1,100.0,,
divine_beast_ex,Main,0,ExPoint,0,0,0,,1,37.5,,Divine Beast Awakening
divine_beast_ex,Main,0,ExPoint,0,0,0,,2,25.0,,Divine Beast Awakening
divine_beast_ex,Main,0,ExPoint,0,0,0,,3,18.75,,Divine Beast Awakening
divine_beast_ex,Main,0,ExPoint,0,0,0,,4,12.5,,Divine Beast Awakening
divine_beast_ex,Main,0,ExPoint,0,0,0,,5,6.25,,Divine Beast Awakening
ev_coin_prize,Main,0,Gem,0,0,0,,500,2.0,,
ev_coin_prize,Main,Main,SpellBook,0,0,0,,1500,2.0,,
ev_coin_prize,Main,0,Gem,0,0,0,,300,6.0,,
ev_coin_prize,Main,Main,SpellBook,0,0,0,,900,6.0,,
ev_coin_prize,Main,0,Gem,0,0,0,,250,12.0,,
ev_coin_prize,Main,Main,SpellBook,0,0,0,,750,12.0,,
ev_coin_prize,Main,0,Gem,0,0,0,,200,14.0,,
ev_coin_prize,Main,Main,SpellBook,0,0,0,,600,14.0,,
ev_coin_prize,Main,0,Gem,0,0,0,,100,16.0,,
ev_coin_prize,Main,Main,SpellBook,0,0,0,,300,16.0,,
ev_main_year_1_5_bottle_cap,Main,0,PrismKey,0,0,0,,1,8.0,,
ev_main_year_1_5_bottle_cap,Main,Main,CardTicket,0,2,0,,1,2.0,,
ev_main_year_1_5_bottle_cap,Main,Main,CardTicket,0,4,0,,1,4.0,,
ev_main_year_1_5_bottle_cap,Main,0,ExStar,0,0,0,,1,8.0,,
ev_main_year_1_5_bottle_cap,Main,0,Blessing,0,0,0,,3,15.0,,
ev_main_year_1_5_bottle_cap,Main,0,RuinStone,0,0,0,,1,1.5,,
ev_main_year_1_5_bottle_cap,Main,0,DStar,0,0,0,,1,1.5,,
ev_main_year_1_5_bottle_cap,Main,Main,SpellBook,0,0,0,,500,20.0,,
ev_main_year_1_5_bottle_cap,Main,0,Gem,0,0,0,,250,15.0,,
ev_main_year_1_5_bottle_cap,Main,Main,Gacha,0,0,0,item_mystic,1,2.0,,
ev_main_year_1_5_bottle_cap,Main,Main,Gacha,0,0,0,item_legend,1,8.0,,
ev_main_year_1_5_bottle_cap,Main,Main,Gacha,0,0,0,item_epic,1,15.0,,
ev_main_2025_12_sp_pinball,Main,0,PrismKey,0,0,0,,1,5.0,,
ev_main_2025_12_sp_pinball,Main,0,Gem,0,0,0,,100,13.5,,
ev_main_2025_12_sp_pinball,Main,Main,SpellBook,0,0,0,,300,13.0,,
ev_main_2025_12_sp_pinball,Main,0,MagicClock,0,0,0,,3,12.0,,
ev_main_2025_12_sp_pinball,Main,0,Blessing,0,0,0,,1,12.0,,
ev_main_2025_12_sp_pinball,Main,0,ExStar,0,0,0,,1,5.0,,
ev_main_2025_12_sp_pinball,Main,0,RuinStone,0,0,0,,1,1.5,,
ev_main_2025_12_sp_pinball,Main,0,DStar,0,0,0,,1,1.5,,
ev_main_2025_12_sp_pinball,Main,Main,PrismStone,0,0,0,,1,1.5,,
ev_main_2025_12_sp_pinball,Main,Main,CardTicket,0,1,0,,1,12.0,,
ev_main_2025_12_sp_pinball,Main,Main,CardTicket,0,4,0,,1,4.0,,
ev_main_2025_12_sp_pinball,Main,Main,CardTicket,0,2,0,,1,2.0,,
ev_main_2025_12_sp_pinball,Main,Main,Gacha,0,0,0,item_epic,1,10.0,,
ev_main_2025_12_sp_pinball,Main,Main,Gacha,0,0,0,item_legend,1,5.0,,
ev_main_2025_12_sp_pinball,Main,Main,Gacha,0,0,0,item_mystic,1,2.0,,
ev_main_2025_12_sp_wish_low,Main,0,Gem,0,0,0,,350,10.0,,
ev_main_2025_12_sp_wish_low,Main,Main,SpellBook,0,0,0,,1000,10.0,,
ev_main_2025_12_sp_wish_low,Main,Main,CardTicket,0,1,0,,5,8.0,,
ev_main_2025_12_sp_wish_low,Main,0,MagicClock,0,0,0,,20,8.0,,
ev_main_2025_12_sp_wish_low,Main,0,Map,0,0,0,,50,8.0,,
ev_main_2025_12_sp_wish_low,Main,0,Scroll,0,0,0,,10,8.0,,
ev_main_2025_12_sp_wish_low,Main,0,Blessing,0,0,0,,10,8.0,,
ev_main_2025_12_sp_wish_low,Main,0,RuinShard,0,0,0,,50,8.0,,
ev_main_2025_12_sp_wish_low,Main,0,DShard,0,0,0,,125,8.0,,
ev_main_2025_12_sp_wish_low,Main,Main,PrismCrystal,0,1,0,,5000,8.0,,
ev_main_2025_12_sp_wish_low,Main,Main,Gacha,0,0,0,item_heroic,5,8.0,,
ev_main_2025_12_sp_wish_low,Main,Main,Gacha,0,0,0,item_epic,3,8.0,,
ev_main_2025_12_sp_wish_high,Main,0,PrismKey,0,0,0,,1,14.0,,
ev_main_2025_12_sp_wish_high,Main,Main,CardTicket,0,2,0,,1,4.0,,
ev_main_2025_12_sp_wish_high,Main,Main,CardTicket,0,4,0,,1,8.0,,
ev_main_2025_12_sp_wish_high,Main,0,MagicClock,0,1,0,,1,10.0,,
ev_main_2025_12_sp_wish_high,Main,0,Map,0,1,0,,1,8.0,,
ev_main_2025_12_sp_wish_high,Main,0,Scroll,0,1,0,,1,6.0,,
ev_main_2025_12_sp_wish_low,Main,0,ExStar,0,0,0,,1,14.0,,
ev_main_2025_12_sp_wish_high,Main,0,RuinStone,0,0,0,,1,4.0,,
ev_main_2025_12_sp_wish_high,Main,0,DStar,0,0,0,,1,4.0,,
ev_main_2025_12_sp_wish_high,Main,Main,PrismStone,0,0,0,,1,6.0,,
ev_main_2025_12_sp_wish_low,Main,Main,Gacha,0,0,0,item_legend,1,14.0,,
ev_main_2025_12_sp_wish_high,Main,Main,Gacha,0,0,0,item_mystic,1,8.0,,
ev_main_2026_01_garden_seed,Main,0,PrismKey,0,0,0,,1,8.0,,
ev_main_2026_01_garden_seed,Main,0,Gem,0,0,0,,500,8.0,,
ev_main_2026_01_garden_seed,Main,Main,SpellBook,0,0,0,,1500,8.0,,
ev_main_2026_01_garden_seed,Main,0,MagicClock,0,0,0,,15,8.0,,
ev_main_2026_01_garden_seed,Main,0,Blessing,0,0,0,,5,8.0,,
ev_main_2026_01_garden_seed,Main,0,ExStar,0,0,0,,2,6.0,,
ev_main_2026_01_garden_seed,Main,0,RuinStone,0,0,0,,1,4.0,,
ev_main_2026_01_garden_seed,Main,0,DStar,0,0,0,,1,4.0,,
ev_main_2026_01_garden_seed,Main,Main,PrismStone,0,0,0,,1,4.0,,
ev_main_2026_01_garden_seed,Main,Main,CardTicket,0,1,0,,5,8.0,,
ev_main_2026_01_garden_seed,Main,Main,CardTicket,0,4,0,,1,8.0,,
ev_main_2026_01_garden_seed,Main,Main,CardTicket,0,2,0,,1,4.0,,
ev_main_2026_01_garden_seed,Main,Main,Gacha,0,0,0,item_epic,3,8.0,,
ev_main_2026_01_garden_seed,Main,Main,Gacha,0,0,0,item_legend,2,8.0,,
ev_main_2026_01_garden_seed,Main,Main,Gacha,0,0,0,item_mystic,1,6.0,,
ev_main_2026_01_garden_gold_seed,Main,0,PrismKey,0,0,0,,3,8.0,,
ev_main_2026_01_garden_gold_seed,Main,0,Gem,0,0,0,,1000,8.0,,
ev_main_2026_01_garden_gold_seed,Main,Main,SpellBook,0,0,0,,3000,8.0,,
ev_main_2026_01_garden_gold_seed,Main,0,MagicClock,0,1,0,,2,8.0,,
ev_main_2026_01_garden_gold_seed,Main,0,Blessing,0,0,0,,15,8.0,,
ev_main_2026_01_garden_gold_seed,Main,0,ExStar,0,0,0,,3,8.0,,
ev_main_2026_01_garden_gold_seed,Main,0,RuinStone,0,0,0,,1,8.0,,
ev_main_2026_01_garden_gold_seed,Main,0,DStar,0,0,0,,1,8.0,,
ev_main_2026_01_garden_gold_seed,Main,Main,PrismStone,0,0,0,,1,8.0,,
ev_main_2026_01_garden_gold_seed,Main,Main,CardTicket,0,4,0,,1,8.0,,
ev_main_2026_01_garden_gold_seed,Main,Main,CardTicket,0,2,0,,1,4.0,,
ev_main_2026_01_garden_gold_seed,Main,Main,Gacha,0,0,0,item_legend,3,8.0,,
ev_main_2026_01_garden_gold_seed,Main,Main,Gacha,0,0,0,item_mystic,1,8.0,,
ev_main_2026_02_sp_bingo,Main,0,PrismKey,0,0,0,,1,5.0,,
ev_main_2026_02_sp_bingo,Main,0,Gem,0,0,0,,100,13.5,,
ev_main_2026_02_sp_bingo,Main,Main,SpellBook,0,0,0,,300,13.0,,
ev_main_2026_02_sp_bingo,Main,0,MagicClock,0,0,0,,3,12.0,,
ev_main_2026_02_sp_bingo,Main,0,Blessing,0,0,0,,1,12.0,,
ev_main_2026_02_sp_bingo,Main,0,ExStar,0,0,0,,1,5.0,,
ev_main_2026_02_sp_bingo,Main,0,RuinStone,0,0,0,,1,1.5,,
ev_main_2026_02_sp_bingo,Main,0,DStar,0,0,0,,1,1.5,,
ev_main_2026_02_sp_bingo,Main,Main,PrismStone,0,0,0,,1,1.5,,
ev_main_2026_02_sp_bingo,Main,Main,CardTicket,0,1,0,,1,12.0,,
ev_main_2026_02_sp_bingo,Main,Main,CardTicket,0,4,0,,1,4.0,,
ev_main_2026_02_sp_bingo,Main,Main,CardTicket,0,2,0,,1,2.0,,
ev_main_2026_02_sp_bingo,Main,Main,Gacha,0,0,0,item_epic,1,10.0,,
ev_main_2026_02_sp_bingo,Main,Main,Gacha,0,0,0,item_legend,1,5.0,,
ev_main_2026_02_sp_bingo,Main,Main,Gacha,0,0,0,item_mystic,1,2.0,,
ev_main_2026_02_sp_find_heart_normal,Main,0,PrismKey,0,0,0,,1,8.0,,
ev_main_2026_02_sp_find_heart_normal,Main,0,Gem,0,0,0,,500,8.0,,
ev_main_2026_02_sp_find_heart_normal,Main,Main,SpellBook,0,0,0,,1500,8.0,,
ev_main_2026_02_sp_find_heart_normal,Main,0,MagicClock,0,0,0,,15,8.0,,
ev_main_2026_02_sp_find_heart_normal,Main,0,Blessing,0,0,0,,5,8.0,,
ev_main_2026_02_sp_find_heart_normal,Main,0,ExStar,0,0,0,,2,6.0,,
ev_main_2026_02_sp_find_heart_normal,Main,0,RuinStone,0,0,0,,1,4.0,,
ev_main_2026_02_sp_find_heart_normal,Main,0,DStar,0,0,0,,1,4.0,,
ev_main_2026_02_sp_find_heart_normal,Main,Main,PrismStone,0,0,0,,1,4.0,,
ev_main_2026_02_sp_find_heart_normal,Main,Main,CardTicket,0,1,0,,5,8.0,,
ev_main_2026_02_sp_find_heart_normal,Main,Main,CardTicket,0,4,0,,1,8.0,,
ev_main_2026_02_sp_find_heart_normal,Main,Main,CardTicket,0,2,0,,1,4.0,,
ev_main_2026_02_sp_find_heart_normal,Main,Main,Gacha,0,0,0,item_epic,3,8.0,,
ev_main_2026_02_sp_find_heart_normal,Main,Main,Gacha,0,0,0,item_legend,2,8.0,,
ev_main_2026_02_sp_find_heart_normal,Main,Main,Gacha,0,0,0,item_mystic,1,6.0,,
ev_main_2026_02_sp_find_heart_gold,Main,0,PrismKey,0,0,0,,3,8.0,,
ev_main_2026_02_sp_find_heart_gold,Main,0,Gem,0,0,0,,1000,8.0,,
ev_main_2026_02_sp_find_heart_gold,Main,Main,SpellBook,0,0,0,,3000,8.0,,
ev_main_2026_02_sp_find_heart_gold,Main,0,MagicClock,0,1,0,,2,8.0,,
ev_main_2026_02_sp_find_heart_gold,Main,0,Blessing,0,0,0,,15,8.0,,
ev_main_2026_02_sp_find_heart_gold,Main,0,ExStar,0,0,0,,3,8.0,,
ev_main_2026_02_sp_find_heart_gold,Main,0,RuinStone,0,0,0,,1,8.0,,
ev_main_2026_02_sp_find_heart_gold,Main,0,DStar,0,0,0,,1,8.0,,
ev_main_2026_02_sp_find_heart_gold,Main,Main,PrismStone,0,0,0,,1,8.0,,
ev_main_2026_02_sp_find_heart_gold,Main,Main,CardTicket,0,4,0,,1,8.0,,
ev_main_2026_02_sp_find_heart_gold,Main,Main,CardTicket,0,2,0,,1,4.0,,
ev_main_2026_02_sp_find_heart_gold,Main,Main,Gacha,0,0,0,item_legend,3,8.0,,
ev_main_2026_02_sp_find_heart_gold,Main,Main,Gacha,0,0,0,item_mystic,1,8.0,,
ev_main_2026_03_paper_flipping_normal,Main,0,PrismKey,0,0,0,,1,8.0,,
ev_main_2026_03_paper_flipping_normal,Main,0,Gem,0,0,0,,500,8.0,,
ev_main_2026_03_paper_flipping_normal,Main,Main,SpellBook,0,0,0,,1500,8.0,,
ev_main_2026_03_paper_flipping_normal,Main,0,MagicClock,0,0,0,,15,8.0,,
ev_main_2026_03_paper_flipping_normal,Main,0,Blessing,0,0,0,,5,8.0,,
ev_main_2026_03_paper_flipping_normal,Main,0,ExStar,0,0,0,,2,6.0,,
ev_main_2026_03_paper_flipping_normal,Main,0,RuinStone,0,0,0,,1,4.0,,
ev_main_2026_03_paper_flipping_normal,Main,0,DStar,0,0,0,,1,4.0,,
ev_main_2026_03_paper_flipping_normal,Main,Main,PrismStone,0,0,0,,1,4.0,,
ev_main_2026_03_paper_flipping_normal,Main,Main,CardTicket,0,1,0,,5,8.0,,
ev_main_2026_03_paper_flipping_normal,Main,Main,CardTicket,0,4,0,,1,8.0,,
ev_main_2026_03_paper_flipping_normal,Main,Main,CardTicket,0,2,0,,1,4.0,,
ev_main_2026_03_paper_flipping_normal,Main,Main,Gacha,0,0,0,item_epic,3,8.0,,
ev_main_2026_03_paper_flipping_normal,Main,Main,Gacha,0,0,0,item_legend,2,8.0,,
ev_main_2026_03_paper_flipping_normal,Main,Main,Gacha,0,0,0,item_mystic,1,6.0,,
ev_main_2026_03_paper_flipping_gold,Main,0,PrismKey,0,0,0,,3,8.0,,
ev_main_2026_03_paper_flipping_gold,Main,0,Gem,0,0,0,,1000,8.0,,
ev_main_2026_03_paper_flipping_gold,Main,Main,SpellBook,0,0,0,,3000,8.0,,
ev_main_2026_03_paper_flipping_gold,Main,0,MagicClock,0,1,0,,2,8.0,,
ev_main_2026_03_paper_flipping_gold,Main,0,Blessing,0,0,0,,15,8.0,,
ev_main_2026_03_paper_flipping_gold,Main,0,ExStar,0,0,0,,3,8.0,,
ev_main_2026_03_paper_flipping_gold,Main,0,RuinStone,0,0,0,,1,8.0,,
ev_main_2026_03_paper_flipping_gold,Main,0,DStar,0,0,0,,1,8.0,,
ev_main_2026_03_paper_flipping_gold,Main,Main,PrismStone,0,0,0,,1,8.0,,
ev_main_2026_03_paper_flipping_gold,Main,Main,CardTicket,0,4,0,,1,8.0,,
ev_main_2026_03_paper_flipping_gold,Main,Main,CardTicket,0,2,0,,1,4.0,,
ev_main_2026_03_paper_flipping_gold,Main,Main,Gacha,0,0,0,item_legend,3,8.0,,
ev_main_2026_03_paper_flipping_gold,Main,Main,Gacha,0,0,0,item_mystic,1,8.0,,
ev_main_2026_03_sp_miner,Main,0,PrismKey,0,0,0,,1,0.5,,
ev_main_2026_03_sp_miner,Main,0,Gem,0,0,0,,25,23.0,,
ev_main_2026_03_sp_miner,Main,0,Gem,0,0,0,,50,11.0,,
ev_main_2026_03_sp_miner,Main,Main,SpellBook,0,0,0,,50,23.0,,
ev_main_2026_03_sp_miner,Main,Main,SpellBook,0,0,0,,100,11.0,,
ev_main_2026_03_sp_miner,Main,0,MagicClock,0,0,0,,1,20.0,,
ev_main_2026_03_sp_miner,Main,0,Blessing,0,0,0,,1,2.5,,
ev_main_2026_03_sp_miner,Main,0,ExStar,0,0,0,,1,0.5,,
ev_main_2026_03_sp_miner,Main,0,RuinStone,0,0,0,,1,0.3,,
ev_main_2026_03_sp_miner,Main,0,DStar,0,0,0,,1,0.25,,
ev_main_2026_03_sp_miner,Main,Main,PrismStone,0,0,0,,1,0.45,,
ev_main_2026_03_sp_miner,Main,Main,CardTicket,0,1,0,,1,2.5,,
ev_main_2026_03_sp_miner,Main,Main,CardTicket,0,4,0,,1,1.0,,
ev_main_2026_03_sp_miner,Main,Main,CardTicket,0,2,0,,1,0.5,,
ev_main_2026_03_sp_miner,Main,Main,Gacha,0,0,0,item_epic,1,2.0,,
ev_main_2026_03_sp_miner,Main,Main,Gacha,0,0,0,item_legend,1,1.0,,
ev_main_2026_03_sp_miner,Main,Main,Gacha,0,0,0,item_mystic,1,0.5,,
ev_main_year_2_carve_normal,Main,0,Gem,0,0,0,,50,25.0,,
ev_main_year_2_carve_normal,Main,Main,SpellBook,0,0,0,,100,14.0,,
ev_main_year_2_carve_normal,Main,0,MagicClock,0,0,0,,3,25.0,,
ev_main_year_2_carve_normal,Main,Main,CardTicket,0,1,0,,1,14.0,,
ev_main_year_2_carve_normal,Main,0,Map,0,0,0,,5,14.0,,
ev_main_year_2_carve_normal,Main,0,Scroll,0,0,0,,1,8.0,,
ev_main_year_2_carve_superior,Main,0,Gem,0,0,0,,100,20.0,,
ev_main_year_2_carve_superior,Main,Main,SpellBook,0,0,0,,200,20.0,,
ev_main_year_2_carve_superior,Main,0,MagicClock,0,0,0,,3,20.0,,
ev_main_year_2_carve_superior,Main,Main,CardTicket,0,1,0,,2,10.0,,
ev_main_year_2_carve_superior,Main,0,Map,0,0,0,,10,10.0,,
ev_main_year_2_carve_superior,Main,0,Scroll,0,0,0,,3,4.0,,
ev_main_year_2_carve_superior,Main,Main,Gacha,0,0,0,item_epic,1,8.0,,
ev_main_year_2_carve_superior,Main,Main,Gacha,0,0,0,item_legend,1,8.0,,
ev_main_year_2_carve_rare,Main,0,Gem,0,0,0,,200,16.0,,
ev_main_year_2_carve_rare,Main,Main,SpellBook,0,0,0,,500,16.0,,
ev_main_year_2_carve_rare,Main,0,MagicClock,0,0,0,,10,16.0,,
ev_main_year_2_carve_rare,Main,Main,CardTicket,0,1,0,,3,8.0,,
ev_main_year_2_carve_rare,Main,0,Map,0,0,0,,25,8.0,,
ev_main_year_2_carve_rare,Main,0,Blessing,0,0,0,,3,12.0,,
ev_main_year_2_carve_rare,Main,0,Scroll,0,0,0,,5,8.0,,
ev_main_year_2_carve_rare,Main,0,PrismKey,0,0,0,,1,8.0,,
ev_main_year_2_carve_rare,Main,0,ExStar,0,0,0,,1,8.0,,
ev_main_year_2_carve_heroic,Main,0,Gem,0,0,0,,300,20.0,,
ev_main_year_2_carve_heroic,Main,Main,SpellBook,0,0,0,,750,20.0,,
ev_main_year_2_carve_heroic,Main,0,PrismKey,0,0,0,,1,12.0,,
ev_main_year_2_carve_heroic,Main,0,MagicClock,0,0,0,,10,20.0,,
ev_main_year_2_carve_heroic,Main,Main,CardTicket,0,4,0,,1,8.0,,
ev_main_year_2_carve_heroic,Main,Main,CardTicket,0,2,0,,1,8.0,,
ev_main_year_2_carve_heroic,Main,0,Map,0,1,0,,1,6.0,,
ev_main_year_2_carve_heroic,Main,0,Scroll,0,0,0,,10,6.0,,
ev_main_year_2_carve_epic,Main,0,Gem,0,0,0,,500,16.0,,
ev_main_year_2_carve_epic,Main,Main,SpellBook,0,0,0,,1000,16.0,,
ev_main_year_2_carve_epic,Main,0,PrismKey,0,0,0,,2,8.0,,
ev_main_year_2_carve_epic,Main,0,MagicClock,0,1,0,,1,12.0,,
ev_main_year_2_carve_epic,Main,0,Blessing,0,0,0,,10,8.0,,
ev_main_year_2_carve_epic,Main,0,ExStar,0,0,0,,2,8.0,,
ev_main_year_2_carve_epic,Main,0,Map,0,1,0,,1,8.0,,
ev_main_year_2_carve_epic,Main,0,Scroll,0,1,0,,1,4.0,,
ev_main_year_2_carve_epic,Main,Main,Gacha,0,0,0,item_legend,2,12.0,,
ev_main_year_2_carve_epic,Main,Main,Gacha,0,0,0,item_mystic,1,8.0,,
ev_main_year_2_find_statue_normal,Main,0,PrismKey,0,0,0,,1,8.0,,
ev_main_year_2_find_statue_normal,Main,0,Gem,0,0,0,,500,12.0,,
ev_main_year_2_find_statue_normal,Main,Main,SpellBook,0,0,0,,1000,12.0,,
ev_main_year_2_find_statue_normal,Main,0,MagicClock,0,0,0,,15,8.0,,
ev_main_year_2_find_statue_normal,Main,0,Blessing,0,0,0,,5,8.0,,
ev_main_year_2_find_statue_normal,Main,0,ExStar,0,0,0,,2,6.0,,
ev_main_year_2_find_statue_normal,Main,Main,PrismStone,0,0,0,,1,4.0,,
ev_main_year_2_find_statue_normal,Main,Main,CardTicket,0,1,0,,5,8.0,,
ev_main_year_2_find_statue_normal,Main,Main,CardTicket,0,4,0,,1,8.0,,
ev_main_year_2_find_statue_normal,Main,Main,CardTicket,0,2,0,,1,4.0,,
ev_main_year_2_find_statue_normal,Main,Main,Gacha,0,0,0,item_epic,3,8.0,,
ev_main_year_2_find_statue_normal,Main,Main,Gacha,0,0,0,item_legend,2,8.0,,
ev_main_year_2_find_statue_normal,Main,Main,Gacha,0,0,0,item_mystic,1,6.0,,
ev_main_year_2_find_statue_gold,Main,0,PrismKey,0,0,0,,2,8.0,,
ev_main_year_2_find_statue_gold,Main,0,Gem,0,0,0,,1000,8.0,,
ev_main_year_2_find_statue_gold,Main,Main,SpellBook,0,0,0,,2000,8.0,,
ev_main_year_2_find_statue_gold,Main,0,MagicClock,0,1,0,,2,8.0,,
ev_main_year_2_find_statue_gold,Main,0,Blessing,0,0,0,,15,8.0,,
ev_main_year_2_find_statue_gold,Main,0,ExStar,0,0,0,,3,8.0,,
ev_main_year_2_find_statue_gold,Main,0,RuinStone,0,0,0,,1,8.0,,
ev_main_year_2_find_statue_gold,Main,0,DStar,0,0,0,,1,4.0,,
ev_main_year_2_find_statue_gold,Main,Main,PrismStone,0,0,0,,1,8.0,,
ev_main_year_2_find_statue_gold,Main,Main,CardTicket,0,4,0,,1,8.0,,
ev_main_year_2_find_statue_gold,Main,Main,CardTicket,0,2,0,,1,8.0,,
ev_main_year_2_find_statue_gold,Main,Main,Gacha,0,0,0,item_legend,3,8.0,,
ev_main_year_2_find_statue_gold,Main,Main,Gacha,0,0,0,item_mystic,1,8.0,,
ev_main_2026_05_gift_stack_normal,Main,0,Blessing,0,0,0,,1,10.0,,
ev_main_2026_05_gift_stack_normal,Main,0,MagicClock,0,0,0,,3,16.0,,
ev_main_2026_05_gift_stack_normal,Main,Main,SpellBook,0,0,0,,50,16.0,,
ev_main_2026_05_gift_stack_normal,Main,0,Gem,0,0,0,,50,16.0,,
ev_main_2026_05_gift_stack_normal,Main,0,BoosterPoint,0,0,0,,50,16.0,,
ev_main_2026_05_gift_stack_normal,Main,Main,CardTicket,0,1,0,,1,10.0,,
ev_main_2026_05_gift_stack_normal,Main,0,Map,0,0,0,,5,16.0,,
ev_main_2026_05_gift_stack_gold,Main,Main,SpellBook,0,0,0,,500,16.0,,
ev_main_2026_05_gift_stack_gold,Main,0,PrismKey,0,0,0,,1,14.0,,
ev_main_2026_05_gift_stack_gold,Main,0,ExStar,0,0,0,,1,14.0,,
ev_main_2026_05_gift_stack_gold,Main,0,Gem,0,0,0,,200,16.0,,
ev_main_2026_05_gift_stack_gold,Main,Main,CardTicket,0,4,0,,1,10.0,,
ev_main_2026_05_gift_stack_gold,Main,Main,Gacha,0,0,0,item_epic,1,16.0,,
ev_main_2026_05_gift_stack_gold,Main,Main,Gacha,0,0,0,item_legend,1,14.0,,
ev_main_2026_06_sp_goal_shot,Main,0,PrismKey,0,0,0,,1,3.0,,
ev_main_2026_06_sp_goal_shot,Main,Main,CardTicket,0,2,0,,1,1.5,,
ev_main_2026_06_sp_goal_shot,Main,Main,CardTicket,0,4,0,,1,3.0,,
ev_main_2026_06_sp_goal_shot,Main,0,ExStar,0,0,0,,1,5.5,,
ev_main_2026_06_sp_goal_shot,Main,0,Blessing,0,0,0,,2,10.0,,
ev_main_2026_06_sp_goal_shot,Main,0,RuinStone,0,0,0,,1,1.0,,
ev_main_2026_06_sp_goal_shot,Main,0,DStar,0,0,0,,1,1.0,,
